Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Rd_Conditions,Light,Weather,Traffic_Control,Work_Area
14.39,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
5.26,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.77,2015,6,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,RAIN,NONE,NO
4.74,2015,6,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.4,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
5.15,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
5.36,2015,6,4,NONE,STRAIGHT-GRADE,OTHER,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,YES
2.4,2015,6,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLEAR,NONE,NO
1.75,2015,6,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
6.45,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.82,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.42,2015,6,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
18.1,2015,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
31.69,2015,7,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,SIGNAL,NO
3.2,2015,7,5,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
15.13,2015,7,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,STOP-SIGN,NO
10.6,2015,7,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
7.13,2015,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.41,2015,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.13,2015,7,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
22.34,2015,7,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.91,2015,7,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
18.79,2015,7,2,INTERSECTION,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.61,2015,7,2,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.34,2015,7,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.4,2015,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.34,2015,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.63,2015,7,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
30.12,2015,7,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
3.91,2018,11,2,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.3,2018,11,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.05,2018,11,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
3.42,2018,11,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.4,2018,11,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
10.05,2018,11,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
3.4,2018,11,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.15,2018,11,6,NONE,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLOUDY,NONE,NO
16.68,2018,11,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
3.26,2018,11,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.11,2018,11,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
18.78,2018,11,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
13.96,2018,11,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
9,2018,11,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.24,2018,11,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
21.5,2018,11,5,RAMP,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
15.34,2018,11,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
14.6,2018,11,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.1,2018,11,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
7.68,2018,11,2,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
14.62,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
3.33,2018,11,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.26,2018,11,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
7.89,2018,12,1,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,SIGNAL,NO
2.25,2018,12,3,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
18.86,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,STOP-SIGN,NO
8.89,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.78,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
7.62,2018,12,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
14.91,2018,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,STOP-SIGN,NO
8.78,2018,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
2.4,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.55,2018,12,6,NONE,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.92,2018,12,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.92,2018,12,5,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
4.37,2018,12,6,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,OTHER,CLEAR,STOP-SIGN,NO
2.43,2018,12,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.18,2018,11,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.39,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.78,2018,12,5,RAMP,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
4.31,2018,12,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
10.63,2018,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.32,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
10.13,2018,12,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
4.49,2018,12,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
4.33,2018,12,4,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.65,2018,12,3,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.99,2018,12,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
2.14,2018,12,4,NONE,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
7.34,2018,12,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DAYLIGHT,SNOW,STOP-SIGN,NO
10.49,2018,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DARK-LIT,SNOW,NONE,NO
19.98,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
7.26,2018,12,5,RAMP,STRAIGHT-GRADE,OTHER,ONE-WAY,COARSE ASPHALT,ICE-SNOW-SLUSH,DUSK,CLOUDY,NONE,NO
5.58,2018,12,5,RAMP,STRAIGHT-LEVEL,OTHER,ONE-WAY,COARSE ASPHALT,ICE-SNOW-SLUSH,DUSK,CLEAR,NONE,NO
3.57,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,ICE-SNOW-SLUSH,DAYLIGHT,CLOUDY,NONE,NO
1.72,2018,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,ICE-SNOW-SLUSH,DAYLIGHT,SNOW,NONE,NO
3.42,2018,12,4,NONE,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
4.13,2018,12,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DAYLIGHT,CLEAR,NONE,NO
13.78,2018,12,2,INTERSECTION,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DAYLIGHT,CLEAR,SIGNAL,NO
8.71,2018,12,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,STOP-SIGN,NO
1.85,2018,12,4,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
3.71,2018,12,4,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
3.17,2018,12,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DUSK,CLOUDY,NONE,NO
10.74,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
10.96,2018,12,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
15.11,2018,12,5,INTERSECTION,CURVE-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLEAR,SIGNAL,NO
9.24,2018,12,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
15.99,2018,12,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
1.77,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
7.15,2018,12,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
8.09,2018,12,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
2.76,2018,12,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
14.63,2018,12,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
15.12,2018,12,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
10.65,2018,12,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.33,2018,12,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
2.8,2018,12,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
12.41,2018,12,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,WET,DAYLIGHT,RAIN,NONE,NO
6.94,2018,12,3,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,WET,DARK-LIT,CLOUDY,SIGNAL,NO
12.15,2018,12,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.37,2018,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
7.07,2018,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.47,2018,12,5,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.05,2018,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DARK-LIT,CLEAR,NONE,NO
6.4,2018,12,6,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
17.88,2018,12,4,OTHER,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.17,2018,12,6,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
4.3,2018,12,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.81,2018,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
5.26,2018,12,6,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
9.72,2018,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.87,2018,12,4,RAMP,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
12.22,2018,12,4,INTERSECTION,CURVE-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.44,2018,12,3,RAMP,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
13.31,2018,12,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
11.57,2018,12,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
3.99,2015,12,6,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
2.77,2015,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
2.36,2015,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
12.54,2015,12,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
28.01,2015,12,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
3.88,2015,12,3,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
16.08,2015,12,2,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAWN,CLOUDY,SIGNAL,NO
3.92,2015,12,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
9.67,2015,12,1,DRIVEWAY,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
13.56,2015,12,5,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.21,2015,12,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.44,2015,12,6,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
9.1,2015,12,6,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
9.6,2015,12,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.41,2015,12,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.87,2015,12,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.83,2015,12,4,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
4.23,2015,12,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
7.59,2015,12,6,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
2.44,2015,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
